ano;experiencia;emprego;cargo;salario_USD;pais_empreg;trab_remoto;pais_empresa;tam_empresa
2020;2:MI;FT;Data Scientist;79833;DE;1:Nao;DE;L
2020;3:SE;FT;Machine Learning Scientist;260000;JP;1:Nao;JP;S
2020;3:SE;FT;Big Data Engineer;109024;GB;2:Parcial;GB;M
2020;2:MI;FT;Product Data Analyst;20000;HN;1:Nao;HN;S
2020;3:SE;FT;Machine Learning Engineer;150000;US;2:Parcial;US;L
2020;1:EN;FT;Data Analyst;72000;US;3:Total;US;L
2020;3:SE;FT;Lead Data Scientist;190000;US;3:Total;US;S
2020;2:MI;FT;Data Scientist;35735;HU;2:Parcial;HU;L
2020;2:MI;FT;Business Data Analyst;135000;US;3:Total;US;L
2020;3:SE;FT;Lead Data Engineer;125000;NZ;2:Parcial;NZ;S
2020;1:EN;FT;Data Scientist;51321;FR;1:Nao;FR;S
2020;2:MI;FT;Data Scientist;40481;IN;1:Nao;IN;L
2020;1:EN;FT;Data Scientist;39916;FR;1:Nao;FR;M
2020;2:MI;FT;Lead Data Analyst;87000;US;3:Total;US;L
2020;2:MI;FT;Data Analyst;85000;US;3:Total;US;L
2020;2:MI;FT;Data Analyst;8000;PK;2:Parcial;PK;L
2020;1:EN;FT;Data Engineer;41689;JP;3:Total;JP;S
2020;3:SE;FT;Big Data Engineer;114047;PL;3:Total;GB;S
2020;1:EN;FT;Data Science Consultant;5707;IN;2:Parcial;IN;M
2020;2:MI;FT;Lead Data Engineer;56000;PT;3:Total;US;M
2020;2:MI;FT;Machine Learning Engineer;43331;CN;1:Nao;CN;M
2020;2:MI;FT;Product Data Analyst;6072;IN;3:Total;IN;L
2020;3:SE;FT;Data Engineer;47899;GR;2:Parcial;GR;L
2020;2:MI;FT;BI Data Analyst;98000;US;1:Nao;US;M
2020;2:MI;FT;Lead Data Scientist;115000;AE;1:Nao;AE;L
2020;4:EX;FT;Director of Data Science;325000;US;3:Total;US;L
2020;1:EN;FT;Research Scientist;42000;NL;2:Parcial;NL;L
2020;3:SE;FT;Data Engineer;33511;MX;1:Nao;MX;S
2020;1:EN;CT;Business Data Analyst;100000;US;3:Total;US;L
2020;3:SE;FT;Machine Learning Manager;117104;CA;2:Parcial;CA;L
2020;2:MI;FT;Data Engineering Manager;59303;DE;3:Total;DE;S
2020;1:EN;FT;Big Data Engineer;70000;US;3:Total;US;L
2020;3:SE;FT;Data Scientist;68428;GR;3:Total;US;L
2020;2:MI;FT;Research Scientist;450000;US;1:Nao;US;M
2020;2:MI;FT;Data Analyst;46759;FR;2:Parcial;FR;L
2020;2:MI;FT;Data Engineer;74130;AT;2:Parcial;AT;L
2020;2:MI;FT;Data Science Consultant;103000;US;3:Total;US;L
2020;1:EN;FT;Machine Learning Engineer;250000;US;2:Parcial;US;L
2020;1:EN;FT;Data Analyst;10000;NG;3:Total;NG;S
2020;1:EN;FT;Machine Learning Engineer;138000;US;3:Total;US;S
2020;2:MI;FT;Data Scientist;45760;PH;3:Total;US;S
2020;4:EX;FT;Data Engineering Manager;79833;ES;2:Parcial;ES;L
2020;2:MI;FT;Machine Learning Infrastructure Engineer;50180;PT;1:Nao;PT;M
2020;2:MI;FT;Data Engineer;106000;US;3:Total;US;L
2020;2:MI;FT;Data Engineer;112872;GB;2:Parcial;GB;L
2020;1:EN;PT;ML Engineer;15966;DE;3:Total;DE;S
2020;2:MI;FT;Data Scientist;76958;GB;3:Total;GB;S
2020;3:SE;FT;Data Engineer;188000;US;3:Total;US;L
2020;2:MI;FT;Data Scientist;105000;US;3:Total;US;L
2020;2:MI;FT;Data Engineer;70139;FR;2:Parcial;FR;L
2020;1:EN;FT;Data Analyst;6072;IN;1:Nao;IN;S
2020;1:EN;FT;Data Analyst;91000;US;3:Total;US;L
2020;1:EN;FT;AI Scientist;45896;DK;2:Parcial;DK;S
2020;1:EN;FT;Data Engineer;54742;PK;3:Total;DE;L
2020;3:SE;FL;Computer Vision Engineer;60000;RU;3:Total;US;S
2020;3:SE;FT;Principal Data Scientist;148261;DE;3:Total;DE;M
2020;2:MI;FT;Data Scientist;38776;ES;3:Total;ES;M
2020;2:MI;FT;Data Scientist;118000;US;3:Total;US;M
2020;3:SE;FT;Data Scientist;120000;US;2:Parcial;US;L
2020;2:MI;FT;Data Scientist;138350;US;3:Total;US;M
2020;2:MI;FT;Data Engineer;110000;US;3:Total;US;L
2020;2:MI;FT;Data Engineer;130800;ES;3:Total;US;M
2020;1:EN;PT;Data Scientist;21669;IT;2:Parcial;IT;S
2020;3:SE;FT;Data Scientist;412000;US;3:Total;US;L
2020;3:SE;FT;Machine Learning Engineer;45618;HR;3:Total;HR;S
2020;1:EN;FT;Data Scientist;62726;DE;2:Parcial;DE;S
2020;1:EN;FT;Data Scientist;49268;DE;1:Nao;DE;S
2020;3:SE;FT;Data Science Manager;190200;US;3:Total;US;M
2020;1:EN;FT;Data Scientist;105000;US;3:Total;US;S
2020;3:SE;FT;Data Scientist;91237;AT;1:Nao;AT;S
2020;2:MI;FT;Data Scientist;62726;FR;2:Parcial;LU;S
2020;2:MI;FT;Data Scientist;42197;FR;2:Parcial;FR;S
2021;1:EN;FT;Research Scientist;82528;GB;2:Parcial;GB;L
2021;4:EX;FT;BI Data Analyst;150000;IN;3:Total;US;L
2021;4:EX;FT;Head of Data;235000;US;3:Total;US;L
2021;3:SE;FT;Data Scientist;53192;FR;2:Parcial;FR;L
2021;2:MI;FT;BI Data Analyst;100000;US;3:Total;US;M
2021;2:MI;PT;3D Computer Vision Researcher;5409;IN;2:Parcial;IN;M
2021;2:MI;CT;ML Engineer;270000;US;3:Total;US;L
2021;1:EN;FT;Data Analyst;80000;US;3:Total;US;M
2021;3:SE;FT;Data Analytics Engineer;79197;DE;3:Total;DE;L
2021;2:MI;FT;Data Engineer;140000;US;3:Total;US;L
2021;2:MI;FT;Applied Data Scientist;54238;GB;2:Parcial;CA;L
2021;2:MI;FT;Machine Learning Engineer;47282;ES;3:Total;ES;S
2021;4:EX;FT;Director of Data Science;153667;IT;3:Total;PL;L
2021;2:MI;FT;Data Engineer;28476;PL;3:Total;PL;L
2021;1:EN;FT;Data Analyst;59102;FR;2:Parcial;FR;M
2021;2:MI;FT;Data Analytics Engineer;110000;US;3:Total;US;L
2021;3:SE;FT;Lead Data Analyst;170000;US;3:Total;US;L
2021;3:SE;FT;Data Analyst;80000;BG;3:Total;US;S
2021;3:SE;FT;Marketing Data Analyst;88654;GR;3:Total;DK;L
2021;1:EN;FT;Data Science Consultant;76833;DE;3:Total;DE;S
2021;2:MI;FT;Lead Data Analyst;19609;IN;3:Total;IN;L
2021;3:SE;FT;Lead Data Engineer;276000;US;1:Nao;US;L
2021;1:EN;FT;Data Scientist;29751;IN;2:Parcial;IN;L
2021;2:MI;FT;Cloud Data Engineer;89294;SG;2:Parcial;SG;L
2021;1:EN;PT;AI Scientist;12000;BR;3:Total;US;S
2021;2:MI;FT;Financial Data Analyst;450000;US;3:Total;US;L
2021;1:EN;FT;Computer Vision Software Engineer;70000;US;3:Total;US;M
2021;2:MI;FT;Computer Vision Software Engineer;95746;DE;3:Total;US;S
2021;2:MI;FT;Data Analyst;75000;US;1:Nao;US;L
2021;3:SE;FT;Data Engineer;150000;US;3:Total;US;L
2021;2:MI;FT;BI Data Analyst;36259;HU;2:Parcial;US;L
2021;2:MI;FT;Data Analyst;62000;US;1:Nao;US;L
2021;2:MI;FT;Data Scientist;73000;US;1:Nao;US;L
2021;2:MI;FT;Data Analyst;51519;GB;2:Parcial;GB;L
2021;2:MI;FT;Research Scientist;187442;CA;3:Total;CA;L
2021;3:SE;FT;Data Engineer;115000;US;3:Total;US;S
2021;3:SE;FT;Data Engineer;150000;US;3:Total;US;M
2021;1:EN;FT;Data Engineer;30428;IN;3:Total;IN;L
2021;3:SE;FT;Machine Learning Engineer;94564;DE;2:Parcial;DE;L
2021;3:SE;FT;Director of Data Engineering;113476;GB;3:Total;GB;M
2021;3:SE;FT;Lead Data Engineer;103160;GB;3:Total;GB;S
2021;1:EN;PT;AI Scientist;12000;PK;3:Total;US;M
2021;2:MI;FT;Data Engineer;45391;NL;3:Total;NL;L
2021;1:EN;FT;Machine Learning Scientist;225000;US;3:Total;US;L
2021;2:MI;FT;Data Scientist;50000;NG;3:Total;NG;L
2021;2:MI;FT;Data Science Engineer;40189;GR;3:Total;GR;M
2021;1:EN;FT;Data Analyst;90000;US;3:Total;US;S
2021;2:MI;FT;Data Engineer;200000;US;3:Total;US;L
2021;2:MI;FT;Big Data Engineer;60000;ES;2:Parcial;RO;M
2021;3:SE;FT;Principal Data Engineer;200000;US;3:Total;US;M
2021;1:EN;FT;Data Analyst;50000;US;3:Total;US;M
2021;1:EN;FT;Applied Data Scientist;110037;GB;1:Nao;GB;L
2021;1:EN;PT;Data Analyst;10354;ES;2:Parcial;ES;M
2021;2:MI;FT;Principal Data Scientist;151000;US;3:Total;US;L
2021;3:SE;FT;Machine Learning Scientist;120000;US;2:Parcial;US;S
2021;2:MI;FT;Data Scientist;9466;IN;1:Nao;IN;S
2021;1:EN;FT;Machine Learning Engineer;20000;IN;3:Total;IN;S
2021;3:SE;FT;Lead Data Scientist;40570;IN;2:Parcial;IN;L
2021;1:EN;FT;Machine Learning Developer;100000;IQ;2:Parcial;IQ;S
2021;1:EN;FT;Data Scientist;49646;FR;2:Parcial;FR;M
2021;2:MI;FT;Applied Machine Learning Scientist;38400;VN;3:Total;US;M
2021;3:SE;FT;Computer Vision Engineer;24000;BR;3:Total;BR;M
2021;1:EN;FT;Data Scientist;100000;US;1:Nao;US;S
2021;2:MI;FT;Data Analyst;90000;US;3:Total;US;M
2021;2:MI;FT;ML Engineer;63711;JP;2:Parcial;JP;S
2021;2:MI;FT;ML Engineer;77364;JP;2:Parcial;JP;S
2021;3:SE;FT;Principal Data Scientist;220000;US;1:Nao;US;L
2021;1:EN;FT;Data Scientist;80000;US;3:Total;US;M
2021;2:MI;FT;Data Analyst;135000;US;3:Total;US;L
2021;3:SE;FT;Data Science Manager;240000;US;1:Nao;US;L
2021;3:SE;FT;Data Engineering Manager;150000;US;1:Nao;US;L
2021;2:MI;FT;Data Scientist;82500;US;3:Total;US;S
2021;2:MI;FT;Data Engineer;100000;US;3:Total;US;L
2021;3:SE;FT;Machine Learning Engineer;82744;BE;2:Parcial;BE;M
2021;2:MI;FT;Research Scientist;62649;FR;2:Parcial;FR;M
2021;2:MI;FT;Data Engineer;90000;US;3:Total;US;L
2021;3:SE;FT;Data Engineering Manager;153000;US;3:Total;US;L
2021;3:SE;FT;Cloud Data Engineer;160000;BR;3:Total;US;S
2021;3:SE;FT;Director of Data Science;168000;JP;1:Nao;JP;S
2021;2:MI;FT;Data Scientist;150000;US;3:Total;US;M
2021;2:MI;FT;Data Scientist;75774;CA;3:Total;CA;L
2021;1:EN;FT;Data Scientist;13400;UA;3:Total;UA;L
2021;3:SE;FT;Data Science Manager;144000;US;3:Total;US;L
2021;3:SE;FT;Data Science Engineer;127221;CA;2:Parcial;CA;L
2021;2:MI;FT;Data Scientist;119059;SG;3:Total;IL;M
2021;2:MI;FT;Applied Machine Learning Scientist;423000;US;2:Parcial;US;L
2021;3:SE;FT;Data Analytics Manager;120000;US;3:Total;US;M
2021;1:EN;FT;Machine Learning Engineer;125000;US;3:Total;US;S
2021;4:EX;FT;Head of Data;230000;RU;2:Parcial;RU;L
2021;4:EX;FT;Head of Data Science;85000;RU;1:Nao;RU;M
2021;2:MI;FT;Data Engineer;28369;MT;2:Parcial;MT;L
2021;1:EN;FT;Data Science Consultant;63831;DE;2:Parcial;DE;L
2021;4:EX;FT;Director of Data Science;130026;DE;2:Parcial;DE;M
2021;3:SE;FT;Data Specialist;165000;US;3:Total;US;L
2021;1:EN;FT;Data Engineer;80000;US;3:Total;US;L
2021;4:EX;FT;Director of Data Science;250000;US;1:Nao;US;L
2021;1:EN;FT;BI Data Analyst;55000;US;2:Parcial;US;S
2021;2:MI;FT;Data Architect;150000;US;3:Total;US;L
2021;2:MI;FT;Data Architect;170000;US;3:Total;US;L
2021;2:MI;FT;Data Engineer;82528;GB;3:Total;GB;L
2021;1:EN;FT;Data Analyst;60000;US;3:Total;US;S
2021;3:SE;FT;Principal Data Scientist;235000;US;3:Total;US;L
2021;3:SE;FT;Research Scientist;60757;PT;2:Parcial;PT;L
2021;3:SE;FT;Data Engineering Manager;174000;US;3:Total;US;L
2021;2:MI;FT;Data Scientist;2859;MX;1:Nao;MX;S
2021;2:MI;FT;Data Scientist;40038;CL;3:Total;CL;L
2021;1:EN;FT;Machine Learning Engineer;81000;US;2:Parcial;US;S
2021;2:MI;FT;Data Scientist;5679;IN;3:Total;US;S
2021;2:MI;FT;Big Data Engineer;22611;IN;1:Nao;IN;L
2021;2:MI;FT;Data Scientist;90734;DE;2:Parcial;DE;L
2021;2:MI;FT;Data Engineer;26005;RO;1:Nao;US;L
2021;3:SE;FT;Finance Data Analyst;61896;GB;2:Parcial;GB;L
2021;2:MI;FL;Machine Learning Scientist;12000;PK;2:Parcial;PK;M
2021;2:MI;FT;Data Engineer;4000;IR;3:Total;IR;M
2021;3:SE;FT;Data Analytics Engineer;50000;VN;3:Total;GB;M
2021;4:EX;FT;Data Science Consultant;69741;FR;3:Total;ES;S
2021;3:SE;FT;Data Engineer;76833;RO;2:Parcial;GB;S
2021;2:MI;FT;Machine Learning Engineer;74000;JP;2:Parcial;JP;S
2021;3:SE;FT;Data Science Manager;152000;US;3:Total;FR;L
2021;1:EN;FT;Machine Learning Engineer;21844;CO;2:Parcial;CO;M
2021;2:MI;FT;Big Data Engineer;18000;MD;1:Nao;MD;S
2021;3:SE;FT;Data Science Manager;174000;US;3:Total;US;L
2021;3:SE;FT;Research Scientist;96113;CA;2:Parcial;CA;L
2021;2:MI;FT;Data Scientist;147000;US;2:Parcial;US;L
2021;1:EN;FT;BI Data Analyst;9272;KE;3:Total;KE;S
2021;3:SE;FT;Machine Learning Engineer;24342;IN;3:Total;IN;L
2021;3:SE;FT;Data Science Manager;54094;IN;2:Parcial;US;L
2021;1:EN;FT;Data Science Consultant;90000;US;3:Total;US;S
2021;2:MI;FT;Data Scientist;61467;DE;2:Parcial;AT;M
2021;3:SE;FT;Machine Learning Infrastructure Engineer;195000;US;3:Total;US;M
2021;2:MI;FT;Data Scientist;37825;ES;3:Total;ES;L
2021;3:SE;FT;Research Scientist;50000;FR;3:Total;US;S
2021;2:MI;FT;Data Scientist;160000;US;3:Total;US;L
2021;2:MI;FT;Data Scientist;12901;BR;1:Nao;BR;S
2021;3:SE;FT;Machine Learning Engineer;200000;US;3:Total;US;L
2021;3:SE;FT;Data Engineer;165000;US;1:Nao;US;M
2021;2:MI;FL;Data Engineer;20000;IT;1:Nao;US;L
2021;3:SE;FT;Data Analytics Manager;120000;US;1:Nao;US;L
2021;2:MI;FT;Machine Learning Engineer;24823;SI;2:Parcial;SI;L
2021;2:MI;FT;Research Scientist;56738;FR;2:Parcial;FR;S
2021;2:MI;FT;Data Engineer;66022;HK;2:Parcial;GB;S
2021;1:EN;FT;Big Data Engineer;5882;IN;1:Nao;CH;L
2021;1:EN;FT;Machine Learning Engineer;24823;DE;2:Parcial;DE;M
2021;3:SE;FT;Principal Data Engineer;185000;US;3:Total;US;L
2021;1:EN;PT;Computer Vision Engineer;28609;DK;2:Parcial;DK;S
2021;2:MI;FT;Data Scientist;90734;DE;2:Parcial;DE;L
2021;2:MI;FT;Machine Learning Engineer;88654;BE;3:Total;BE;M
2021;3:SE;FT;Data Analytics Manager;140000;US;3:Total;US;L
2021;2:MI;FT;Machine Learning Engineer;46597;PL;3:Total;PL;L
2021;2:MI;FT;Data Scientist;116914;GB;2:Parcial;GB;L
2021;2:MI;FT;Data Scientist;33808;IN;1:Nao;IN;M
2021;2:MI;FT;Data Scientist;56256;GB;2:Parcial;GB;L
2021;3:SE;FT;Machine Learning Scientist;225000;US;3:Total;CA;L
2021;4:EX;CT;Principal Data Scientist;416000;US;3:Total;US;S
2021;3:SE;FT;Data Scientist;87738;CA;3:Total;CA;S
2021;2:MI;FT;Data Scientist;88654;DE;2:Parcial;DE;L
2021;3:SE;FT;Data Scientist;135000;US;1:Nao;US;L
2021;3:SE;FT;Data Analyst;71786;CA;3:Total;CA;M
2021;1:EN;FT;Big Data Engineer;16228;IN;3:Total;IN;L
2021;3:SE;FT;ML Engineer;256000;US;3:Total;US;S
2021;3:SE;FT;Director of Data Engineering;200000;US;3:Total;US;L
2021;3:SE;FT;Data Analyst;200000;US;3:Total;US;L
2021;2:MI;FT;Data Architect;180000;US;3:Total;US;L
2021;2:MI;FT;Head of Data Science;110000;US;1:Nao;US;S
2021;2:MI;FT;Research Scientist;63810;CA;3:Total;CA;M
2021;2:MI;FT;Data Scientist;46809;ES;3:Total;ES;M
2021;1:EN;FT;Data Scientist;4000;VN;1:Nao;VN;M
2021;1:EN;FT;Data Engineer;21637;IN;2:Parcial;IN;M
2021;3:SE;FT;Data Scientist;103691;CA;3:Total;CA;L
2021;2:MI;FT;Data Analyst;80000;US;3:Total;US;L
2021;2:MI;FT;Data Engineer;110000;US;3:Total;US;L
2021;3:SE;FT;Data Scientist;165000;US;3:Total;US;L
2021;1:EN;FT;AI Scientist;18053;IN;3:Total;AS;S
2021;2:MI;FT;Data Engineer;72212;GB;2:Parcial;GB;L
2021;1:EN;FT;Data Scientist;36643;FR;2:Parcial;FR;L
2021;2:MI;FT;Data Engineer;12103;TR;1:Nao;TR;M
2021;3:SE;FT;Data Engineer;96282;GB;2:Parcial;GB;L
2021;3:SE;FT;Principal Data Analyst;170000;US;3:Total;US;M
2021;2:MI;FT;Data Scientist;115000;US;2:Parcial;US;L
2021;1:EN;FT;Data Scientist;90000;US;3:Total;US;S
2021;4:EX;FT;Principal Data Engineer;600000;US;3:Total;US;L
2021;1:EN;FT;Data Scientist;28399;IN;3:Total;IN;M
2021;2:MI;FT;Data Analyst;93000;US;3:Total;US;L
2021;3:SE;FT;Big Data Architect;99703;CA;2:Parcial;CA;M
2021;2:MI;FT;Data Engineer;200000;US;3:Total;US;L
2021;3:SE;FT;Principal Data Scientist;173762;DE;3:Total;DE;M
2021;3:SE;FT;Machine Learning Engineer;185000;US;2:Parcial;US;L
2021;4:EX;FT;Director of Data Science;141846;DE;1:Nao;DE;L
2021;2:MI;FT;Data Scientist;130000;US;2:Parcial;US;L
2021;3:SE;FT;Data Analyst;63831;DE;2:Parcial;DE;L
2021;2:MI;FT;Data Scientist;16904;IN;3:Total;IN;S
2021;3:SE;FT;Machine Learning Engineer;66265;IN;1:Nao;IN;L
2021;2:MI;FT;Data Scientist;25532;RS;3:Total;DE;S
2021;3:SE;FT;Lead Data Engineer;160000;PR;2:Parcial;US;S
2021;2:MI;FT;Data Engineer;93150;US;1:Nao;US;M
2021;2:MI;FT;Data Engineer;111775;US;1:Nao;US;M
2021;2:MI;FT;Data Engineer;28016;TR;3:Total;TR;M
2021;1:EN;FT;Data Engineer;65013;DE;2:Parcial;DE;M
2021;1:EN;FT;Data Engineer;72500;US;3:Total;US;L
2021;3:SE;FT;Computer Vision Engineer;18907;BR;1:Nao;BR;M
2021;1:EN;FT;Data Science Consultant;76833;DE;1:Nao;DE;L
2021;1:EN;FT;Machine Learning Engineer;85000;NL;3:Total;DE;S
2021;3:SE;FT;Data Scientist;77684;FR;2:Parcial;FR;M
2021;1:EN;FT;Data Scientist;100000;US;3:Total;US;M
2021;1:EN;FT;Data Scientist;58000;US;2:Parcial;US;L
2021;3:SE;FT;AI Scientist;55000;ES;3:Total;ES;L
2021;3:SE;FT;Data Scientist;20171;TR;2:Parcial;TR;L
2021;1:EN;FT;Business Data Analyst;59102;LU;3:Total;LU;L
2021;2:MI;FT;Data Engineer;112000;US;3:Total;US;L
2021;1:EN;FT;Research Scientist;100000;JE;1:Nao;CN;L
2021;2:MI;PT;Data Engineer;69741;NL;3:Total;NL;L
2021;3:SE;CT;Staff Data Scientist;105000;US;3:Total;US;M
2021;2:MI;FT;Research Scientist;69999;CZ;2:Parcial;CZ;L
2021;3:SE;FT;Data Science Manager;94665;IN;2:Parcial;IN;L
2021;3:SE;FT;Head of Data;102839;SI;3:Total;SI;L
2021;2:MI;FT;Data Scientist;109000;US;2:Parcial;US;L
2021;2:MI;FT;Machine Learning Engineer;51064;IT;2:Parcial;IT;L
2022;3:SE;FT;Data Engineer;135000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;155000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;120600;US;3:Total;US;M
2022;2:MI;FT;Data Scientist;130000;US;1:Nao;US;M
2022;2:MI;FT;Data Scientist;90000;US;1:Nao;US;M
2022;2:MI;FT;Data Engineer;170000;US;3:Total;US;M
