ano;experiencia;emprego;cargo;salario_USD;pais_empreg;trab_remoto;pais_empresa;tam_empresa
2022;2:MI;FT;Data Engineer;150000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;102100;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;84900;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;136620;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;99360;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;117789;GB;1:Nao;GB;M
2022;3:SE;FT;Data Scientist;104702;GB;1:Nao;GB;M
2022;3:SE;FT;Data Scientist;146000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;123000;US;3:Total;US;M
2022;1:EN;FT;Data Engineer;52351;GB;3:Total;GB;M
2022;3:SE;FT;Data Analyst;99000;US;1:Nao;US;M
2022;3:SE;FT;Data Analyst;116000;US;1:Nao;US;M
2022;2:MI;FT;Data Analyst;106260;US;1:Nao;US;M
2022;2:MI;FT;Data Analyst;126500;US;1:Nao;US;M
2022;4:EX;FT;Data Engineer;242000;US;3:Total;US;M
2022;4:EX;FT;Data Engineer;200000;US;3:Total;US;M
2022;2:MI;FT;Data Scientist;65438;GB;1:Nao;GB;M
2022;2:MI;FT;Data Scientist;39263;GB;1:Nao;GB;M
2022;2:MI;FT;Data Engineer;78526;GB;1:Nao;GB;M
2022;2:MI;FT;Data Engineer;52351;GB;1:Nao;GB;M
2022;3:SE;FT;Data Scientist;165220;US;3:Total;US;M
2022;1:EN;FT;Data Engineer;45807;GB;3:Total;GB;M
2022;3:SE;FT;Data Scientist;120160;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;90320;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;181940;US;1:Nao;US;M
2022;3:SE;FT;Data Engineer;132320;US;1:Nao;US;M
2022;3:SE;FT;Data Engineer;220110;US;1:Nao;US;M
2022;3:SE;FT;Data Engineer;160080;US;1:Nao;US;M
2022;3:SE;FT;Data Scientist;180000;US;1:Nao;US;L
2022;3:SE;FT;Data Scientist;120000;US;1:Nao;US;L
2022;3:SE;FT;Data Analyst;124190;US;3:Total;US;M
2022;4:EX;FT;Data Analyst;130000;US;3:Total;US;M
2022;4:EX;FT;Data Analyst;110000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;170000;US;3:Total;US;M
2022;2:MI;FT;Data Analyst;115500;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;112900;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;90320;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;112900;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;90320;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;165400;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;132320;US;3:Total;US;M
2022;2:MI;FT;Data Analyst;167000;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;243900;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;136600;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;109280;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;128875;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;93700;US;3:Total;US;M
2022;4:EX;FT;Head of Data Science;224000;US;3:Total;US;M
2022;4:EX;FT;Head of Data Science;167875;US;3:Total;US;M
2022;4:EX;FT;Analytics Engineer;175000;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;156600;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;108800;US;1:Nao;US;M
2022;3:SE;FT;Data Scientist;95550;US;1:Nao;US;M
2022;3:SE;FT;Data Engineer;113000;US;1:Nao;US;L
2022;3:SE;FT;Data Analyst;135000;US;3:Total;US;M
2022;3:SE;FT;Data Science Manager;161342;US;3:Total;US;M
2022;3:SE;FT;Data Science Manager;137141;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;167000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;123000;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;78526;GB;1:Nao;GB;M
2022;3:SE;FT;Data Engineer;65438;GB;1:Nao;GB;M
2022;3:SE;FT;Data Scientist;150000;US;1:Nao;US;M
2022;3:SE;FT;Data Scientist;211500;US;3:Total;US;M
2022;3:SE;FT;Data Architect;192400;CA;3:Total;CA;M
2022;3:SE;FT;Data Architect;90700;CA;3:Total;CA;M
2022;3:SE;FT;Data Analyst;130000;CA;3:Total;CA;M
2022;3:SE;FT;Data Analyst;61300;CA;3:Total;CA;M
2022;3:SE;FT;Data Analyst;130000;CA;3:Total;CA;M
2022;3:SE;FT;Data Analyst;61300;CA;3:Total;CA;M
2022;3:SE;FT;Data Engineer;160000;US;1:Nao;US;L
2022;3:SE;FT;Data Scientist;138600;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;136000;US;1:Nao;US;M
2022;2:MI;FT;Data Analyst;58000;US;1:Nao;US;S
2022;4:EX;FT;Analytics Engineer;135000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;170000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;123000;US;3:Total;US;M
2022;3:SE;FT;Machine Learning Engineer;189650;US;1:Nao;US;M
2022;3:SE;FT;Machine Learning Engineer;164996;US;1:Nao;US;M
2022;2:MI;FT;ETL Developer;54957;GR;1:Nao;GR;M
2022;2:MI;FT;ETL Developer;54957;GR;1:Nao;GR;M
2022;4:EX;FT;Lead Data Engineer;118187;CA;3:Total;CA;S
2022;3:SE;FT;Data Analyst;132000;US;1:Nao;US;M
2022;3:SE;FT;Data Engineer;165400;US;3:Total;US;M
2022;3:SE;FT;Data Architect;208775;US;3:Total;US;M
2022;3:SE;FT;Data Architect;147800;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;136994;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;101570;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;128875;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;93700;US;3:Total;US;M
2022;4:EX;FT;Head of Machine Learning;79039;IN;2:Parcial;IN;L
2022;3:SE;FT;Data Engineer;132320;US;3:Total;US;M
2022;1:EN;FT;Machine Learning Engineer;37300;GB;3:Total;GB;L
2022;3:SE;FT;Data Analyst;164000;US;1:Nao;US;M
2022;3:SE;FT;Data Engineer;155000;US;3:Total;US;M
2022;2:MI;FT;Machine Learning Engineer;124333;GB;1:Nao;GB;M
2022;2:MI;FT;Machine Learning Engineer;98158;GB;1:Nao;GB;M
2022;2:MI;FT;AI Scientist;120000;US;1:Nao;US;M
2022;3:SE;FT;Data Analyst;112900;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;90320;US;3:Total;US;M
2022;3:SE;FT;Data Analytics Manager;145000;US;3:Total;US;M
2022;3:SE;FT;Data Analytics Manager;105400;US;3:Total;US;M
2022;2:MI;FT;Machine Learning Engineer;87932;FR;3:Total;DE;M
2022;2:MI;FT;Data Engineer;117789;GB;1:Nao;GB;M
2022;3:SE;FT;Data Scientist;215300;US;3:Total;US;L
2022;3:SE;FT;Data Scientist;158200;US;3:Total;US;L
2022;3:SE;FT;Data Engineer;209100;US;3:Total;US;L
2022;3:SE;FT;Data Engineer;154600;US;3:Total;US;L
2022;3:SE;FT;Data Analyst;115934;US;1:Nao;US;M
2022;3:SE;FT;Data Analyst;81666;US;1:Nao;US;M
2022;3:SE;FT;Data Engineer;175000;US;3:Total;US;M
2022;2:MI;FT;Data Engineer;98158;GB;1:Nao;GB;M
2022;2:MI;FT;Data Analyst;58000;US;1:Nao;US;S
2022;3:SE;FT;Data Engineer;183600;US;3:Total;US;L
2022;2:MI;FT;Data Analyst;52351;GB;3:Total;GB;M
2022;3:SE;FT;Data Scientist;180000;US;3:Total;US;M
2022;2:MI;FT;Data Scientist;71982;GB;1:Nao;GB;M
2022;2:MI;FT;Data Scientist;45807;GB;1:Nao;GB;M
2022;2:MI;FT;Data Engineer;65949;GR;3:Total;GR;M
2022;2:MI;FT;Data Engineer;49461;GR;3:Total;GR;M
2022;2:MI;FT;Data Engineer;78526;GB;3:Total;GB;M
2022;2:MI;FT;Data Engineer;58894;GB;3:Total;GB;M
2022;3:SE;FT;Data Scientist;260000;US;3:Total;US;M
2022;3:SE;FT;Data Science Engineer;60000;AR;3:Total;MX;L
2022;2:MI;FT;Data Engineer;63900;US;1:Nao;US;M
2022;2:MI;FT;Machine Learning Scientist;160000;US;3:Total;US;L
2022;2:MI;FT;Machine Learning Scientist;112300;US;3:Total;US;L
2022;2:MI;FT;Data Science Manager;241000;US;3:Total;US;M
2022;2:MI;FT;Data Science Manager;159000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;180000;US;1:Nao;US;M
2022;3:SE;FT;Data Scientist;80000;US;1:Nao;US;M
2022;2:MI;FT;Data Engineer;82900;US;1:Nao;US;M
2022;3:SE;FT;Data Engineer;100800;US;3:Total;US;L
2022;2:MI;FT;Data Engineer;49461;ES;3:Total;ES;M
2022;3:SE;FT;Data Scientist;140400;US;1:Nao;US;L
2022;2:MI;FT;Data Analyst;39263;GB;3:Total;GB;M
2022;2:MI;FT;Data Analyst;43966;ES;3:Total;ES;M
2022;2:MI;FT;Data Analyst;32974;ES;3:Total;ES;M
2022;2:MI;FT;Data Engineer;87932;ES;3:Total;ES;M
2022;2:MI;FT;Data Engineer;76940;ES;3:Total;ES;M
2022;2:MI;FT;Data Engineer;104702;GB;3:Total;GB;M
2022;2:MI;FT;Data Engineer;91614;GB;3:Total;GB;M
2022;2:MI;FT;Data Engineer;65949;ES;3:Total;ES;M
2022;2:MI;FT;Data Engineer;87932;GR;3:Total;GR;M
2022;3:SE;FT;Machine Learning Engineer;189650;US;1:Nao;US;M
2022;3:SE;FT;Machine Learning Engineer;164996;US;1:Nao;US;M
2022;2:MI;FT;Data Analyst;43966;GR;3:Total;GR;M
2022;2:MI;FT;Data Analyst;32974;GR;3:Total;GR;M
2022;2:MI;FT;Data Engineer;98158;GB;3:Total;GB;M
2022;2:MI;FT;Data Engineer;78526;GB;3:Total;GB;M
2022;3:SE;FT;Data Scientist;215300;US;1:Nao;US;L
2022;2:MI;FT;Data Engineer;76940;GR;3:Total;GR;M
2022;3:SE;FT;Data Engineer;209100;US;3:Total;US;L
2022;3:SE;FT;Data Engineer;154600;US;3:Total;US;L
2022;3:SE;FT;Data Engineer;180000;US;3:Total;US;M
2022;1:EN;FT;ML Engineer;21983;PT;3:Total;PT;L
2022;3:SE;FT;Data Engineer;80000;US;3:Total;US;M
2022;2:MI;FT;Machine Learning Developer;78791;CA;3:Total;CA;M
2022;4:EX;FT;Director of Data Science;196979;CA;2:Parcial;CA;L
2022;2:MI;FT;Machine Learning Engineer;120000;US;3:Total;US;S
2022;1:EN;FT;Computer Vision Engineer;125000;US;1:Nao;US;M
2022;2:MI;FT;NLP Engineer;37236;US;2:Parcial;US;L
2022;3:SE;FT;Data Engineer;105000;US;3:Total;US;M
2022;3:SE;FT;Lead Machine Learning Engineer;87932;DE;1:Nao;DE;M
2022;2:MI;FT;Business Data Analyst;18442;IN;3:Total;IN;M
2022;2:MI;FT;Data Scientist;31615;IN;3:Total;IN;L
2022;2:MI;FT;Machine Learning Infrastructure Engineer;58255;PT;2:Parcial;PT;L
2022;1:EN;FT;Financial Data Analyst;100000;US;2:Parcial;US;L
2022;2:MI;PT;Data Engineer;54957;DE;2:Parcial;DE;L
2022;1:EN;FT;Data Scientist;18442;IN;3:Total;IN;M
2022;3:SE;FT;Principal Data Scientist;162674;DE;3:Total;DE;M
2022;1:EN;FT;Data Engineer;120000;US;3:Total;US;M
2022;3:SE;FT;Research Scientist;144000;US;2:Parcial;US;L
2022;3:SE;FT;Data Scientist;104890;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;100000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;140000;US;3:Total;US;M
2022;2:MI;FT;Data Analyst;135000;US;3:Total;US;M
2022;2:MI;FT;Data Analyst;50000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;220000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;140000;US;3:Total;US;M
2022;2:MI;FT;Data Scientist;183228;GB;1:Nao;GB;M
2022;2:MI;FT;Data Scientist;91614;GB;1:Nao;GB;M
2022;3:SE;FT;Data Scientist;185100;US;3:Total;US;M
2022;3:SE;FT;Machine Learning Engineer;220000;US;3:Total;US;M
2022;2:MI;FT;Data Scientist;200000;US;3:Total;US;M
2022;2:MI;FT;Data Scientist;120000;US;3:Total;US;M
2022;3:SE;FT;Machine Learning Engineer;120000;AE;3:Total;AE;S
2022;3:SE;FT;Machine Learning Engineer;65000;AE;3:Total;AE;S
2022;4:EX;FT;Data Engineer;324000;US;3:Total;US;M
2022;4:EX;FT;Data Engineer;216000;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;210000;US;3:Total;US;M
2022;3:SE;FT;Machine Learning Engineer;120000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;230000;US;3:Total;US;M
2022;1:EN;PT;Data Scientist;100000;DZ;2:Parcial;DZ;M
2022;2:MI;FL;Data Scientist;100000;CA;3:Total;US;M
2022;1:EN;CT;Applied Machine Learning Scientist;31875;TN;3:Total;CZ;M
2022;3:SE;FT;Head of Data;200000;MY;3:Total;US;M
2022;2:MI;FT;Principal Data Analyst;75000;CA;3:Total;CA;S
2022;2:MI;FT;Data Scientist;35590;PL;3:Total;PL;L
2022;3:SE;FT;Machine Learning Developer;78791;CA;3:Total;CA;M
2022;3:SE;FT;Data Scientist;100000;BR;3:Total;US;M
2022;2:MI;FT;Machine Learning Scientist;153000;US;2:Parcial;US;M
2022;1:EN;FT;Data Engineer;58035;PK;3:Total;DE;M
2022;3:SE;FT;Data Scientist;165000;US;3:Total;US;M
2022;3:SE;FT;Research Scientist;93427;FR;2:Parcial;FR;L
2022;1:EN;FT;Data Scientist;52396;CA;3:Total;CA;L
2022;3:SE;FT;Machine Learning Engineer;62651;NL;3:Total;NL;L
2022;2:MI;FT;Head of Data;32974;EE;3:Total;EE;S
2022;1:EN;FT;Data Scientist;40000;JP;3:Total;MY;L
2022;2:MI;FT;Machine Learning Engineer;87425;AU;3:Total;AU;L
2022;3:SE;FT;Data Engineer;115000;US;3:Total;US;M
2022;1:EN;FT;Data Scientist;86703;AU;2:Parcial;AU;M
2022;2:MI;FT;Applied Machine Learning Scientist;75000;BO;3:Total;US;L
2022;2:MI;FT;Research Scientist;64849;AT;1:Nao;AT;L
2022;1:EN;FT;Research Scientist;120000;US;3:Total;US;L
2022;2:MI;FT;Applied Data Scientist;157000;US;3:Total;US;L
2022;1:EN;FT;Computer Vision Software Engineer;150000;AU;3:Total;AU;S
2022;2:MI;FT;Business Data Analyst;70912;CA;2:Parcial;CA;L
2022;1:EN;FT;Data Engineer;65000;US;3:Total;US;S
2022;3:SE;FT;Machine Learning Engineer;71444;IE;3:Total;IE;S
2022;1:EN;FT;Data Analytics Engineer;20000;PK;1:Nao;PK;M
2022;2:MI;FT;Data Scientist;48000;RU;3:Total;US;S
2022;3:SE;FT;Data Science Manager;152500;US;3:Total;US;M
2022;2:MI;FT;Data Engineer;68147;FR;3:Total;FR;M
2022;2:MI;FT;Data Scientist;122346;CH;1:Nao;CH;L
2022;3:SE;FT;Applied Data Scientist;380000;US;3:Total;US;L
2022;2:MI;FT;Data Scientist;69336;CA;3:Total;CA;M
2022;1:EN;FT;Computer Vision Engineer;10000;PT;3:Total;LU;M
2022;2:MI;FT;Data Analyst;20000;GR;3:Total;GR;S
2022;3:SE;FT;Data Analytics Lead;405000;US;3:Total;US;L
2022;2:MI;FT;Data Scientist;135000;US;3:Total;US;L
2022;3:SE;FT;Applied Data Scientist;177000;US;3:Total;US;L
2022;2:MI;FT;Data Scientist;78000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;135000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;100000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;90320;US;3:Total;US;M
2022;2:MI;FT;Data Analyst;85000;CA;1:Nao;CA;M
2022;2:MI;FT;Data Analyst;75000;CA;1:Nao;CA;M
2022;3:SE;FT;Machine Learning Engineer;214000;US;3:Total;US;M
2022;3:SE;FT;Machine Learning Engineer;192600;US;3:Total;US;M
2022;3:SE;FT;Data Architect;266400;US;3:Total;US;M
2022;3:SE;FT;Data Architect;213120;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;112900;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;155000;US;3:Total;US;M
2022;2:MI;FT;Data Scientist;141300;US;1:Nao;US;M
2022;2:MI;FT;Data Scientist;102100;US;1:Nao;US;M
2022;3:SE;FT;Data Analyst;115934;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;81666;US;3:Total;US;M
2022;2:MI;FT;Data Engineer;206699;US;1:Nao;US;M
2022;2:MI;FT;Data Engineer;99100;US;1:Nao;US;M
2022;3:SE;FT;Data Engineer;130000;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;115000;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;110500;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;130000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;99050;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;160000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;205300;US;1:Nao;US;L
2022;3:SE;FT;Data Scientist;140400;US;1:Nao;US;L
2022;3:SE;FT;Data Scientist;176000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;144000;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;200100;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;160000;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;145000;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;70500;US;1:Nao;US;M
2022;3:SE;FT;Data Scientist;205300;US;1:Nao;US;M
2022;3:SE;FT;Data Scientist;140400;US;1:Nao;US;M
2022;3:SE;FT;Analytics Engineer;205300;US;1:Nao;US;M
2022;3:SE;FT;Analytics Engineer;184700;US;1:Nao;US;M
2022;3:SE;FT;Data Engineer;175100;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;140250;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;116150;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;54000;US;1:Nao;US;M
2022;3:SE;FT;Data Analyst;170000;US;3:Total;US;M
2022;2:MI;FT;Data Analyst;65438;GB;1:Nao;GB;M
2022;3:SE;FT;Data Analyst;80000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;140000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;210000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;140000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;100000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;69000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;210000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;140000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;210000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;150075;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;100000;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;25000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;126500;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;106260;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;220110;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;160080;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;105000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;110925;US;3:Total;US;M
2022;2:MI;FT;Data Analyst;45807;GB;1:Nao;GB;M
2022;3:SE;FT;Data Scientist;140000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;99000;US;1:Nao;US;M
2022;3:SE;FT;Data Analyst;60000;US;3:Total;US;M
2022;3:SE;FT;Data Architect;192564;US;3:Total;US;M
2022;3:SE;FT;Data Architect;144854;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;230000;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;150000;US;3:Total;US;M
2022;3:SE;FT;Data Analytics Manager;150260;US;3:Total;US;M
2022;3:SE;FT;Data Analytics Manager;109280;US;3:Total;US;M
2022;3:SE;FT;Data Scientist;210000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;170000;US;3:Total;US;M
2022;2:MI;FT;Data Scientist;160000;US;3:Total;US;M
2022;2:MI;FT;Data Scientist;130000;US;3:Total;US;M
2022;1:EN;FT;Data Analyst;67000;CA;1:Nao;CA;M
2022;1:EN;FT;Data Analyst;52000;CA;1:Nao;CA;M
2022;3:SE;FT;Data Engineer;154000;US;3:Total;US;M
2022;3:SE;FT;Data Engineer;126000;US;3:Total;US;M
2022;3:SE;FT;Data Analyst;129000;US;1:Nao;US;M
2022;3:SE;FT;Data Analyst;150000;US;3:Total;US;M
2022;2:MI;FT;AI Scientist;200000;IN;3:Total;US;L
